"Quel est votre département ?","Quel est votre âge ?","Êtes-vous agent public ?","Quel est votre genre ?","Quel est votre genre non-binaire ?","Quel est votre statut d’emploi ?","Un coût","De moins en moins accessible","Une nécessité pour affronter la crise climatique","Moins efficace que le privé","Le passé","Ce que nous avons en commun","Des professionnel·le·s de qualité",Pénible,"Ce qui nous permet de tenir pendant la pandémie de COVID-19","Des professionnel·le·s en crise","Le meilleur moyen de réduire les inégalités","Avec quels services publics êtes-vous régulièrement en contact (cochez en autant que vous le voulez) :","Avec quels autres services publics êtes-vous régulièrement en contact ?","Ces dernières années, trouvez-vous que les services publics dont vous avez l’usage :","Quelles sont pour vous les trois priorités pour les services publics ?","Quelle serait pour vous une priorité des services publics ?","Payer plus d'impôts pour améliorer les services publics que vous utilisez","Payer plus d’impôts pour développer de nouveaux services publics","Réduire les services publics pour payer moins d’impôts","Ne payer ni plus ni moins d’impôts et faire avec l’existant","Dans le débat public, la question de l’avenir des services publics vous paraît traitée à la hauteur des enjeux ?","Consentement à l'enregistrement des réponses au questionnaire","Souhaitez-vous :","Pouvez-vous nous raconter la dernière fois que vous avez éprouvé de la reconnaissance pour un service public et pourquoi ?","Pouvez-vous nous raconter votre expérience la plus difficile en lien avec un service public et pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de ne pas avoir pu répondre aux besoins d’une personne ou de la société ? Pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de changer la vie d’une personne ou d’améliorer la vie en commun ? Pourquoi ?","Nous autorisez-vous à publier votre témoignage (anonymisé) ?","Comment voulez-vous que ce témoignage soit signé ?","ID de l’entrée","Champ #65 supprimé","Champ #62 supprimé","Champ #33 supprimé"
88,"entre 30 et 39 ans",Oui,Femme,,"Employé·e (secrétaire, agent de catégorie C…)","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","L’hôpital ou le système de santé
Les services sociaux (assistant.te.s sociaux, protection de l’enfance, etc.)
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Le service public du logement
La justice",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Non, pas du tout d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,527,,,
36,"entre 60 et 69 ans",Non,Homme,,Retraité·e,"Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)",,"Se sont plutôt dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,524,,,
39,"entre 50 et 59 ans",Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Les services sociaux (assistant.te.s sociaux, protection de l’enfance, etc.)",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Non, plutôt pas d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Oui,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,523,,,
06,"entre 50 et 59 ans",Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Ne se prononce pas","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,"Se sont plutôt améliorés","Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,520,,,
33,"entre 50 et 59 ans",Oui,Femme,,"Employé·e (secrétaire, agent de catégorie C…)","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Le service public du logement
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La justice",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Non, plutôt pas d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,516,,,
37,"entre 50 et 59 ans",Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Ne se prononce pas","Ne se prononce pas","Oui, tout à fait d’accord","Oui, plutôt d’accord","Ne se prononce pas","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
L’information publique (radio France, France télévision)",,"Se sont plutôt dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Ne se prononce pas","Ne se prononce pas","Non, pas du tout d’accord","Ne se prononce pas",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,515,,,
75,"entre 60 et 69 ans",Non,Femme,,"Sans activité professionnelle (chômeur·se, étudiant·e…)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
L’information publique (radio France, France télévision)",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,513,,,
97,"entre 30 et 39 ans",Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,"Se sont beaucoup dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques
Autre (préciser) :","Qu'ils fonctionnent mieux","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,511,,,
78,"entre 40 et 49 ans",Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun",,"Se sont beaucoup dégradés","Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Non, plutôt pas d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Prendre 5 minutes supplémentaires pour nous livrer un témoignage","L’ enseignement : toujours en œuvre pendant le Covid. Il a fallu que les profs fassent un saut quantique en apprivoisant les outils de travail à distance mais la grande majorité n’a pas lâché nos enfants !","L’hôpital : pour le paiement à la sortie de l’hospitalisation, trop long (plus d’ une heure). Quand je suis allée me renseigner sur pourquoi si long on m’a donné un indicateur de temps «  non Madame sur votre dossier j’ai tant de minutes entre tél et tél moment, j’ai donc rempli mon objectif ! » mauvaise utilisation des indicateurs qui ne servent pas le service public !","Innovations possibles avec des professionnels de la santé mais blocage dans mon propre service pour des questions e de manque de courage managerial. Trop de chefs incompétents qui veulent juste préserver leur place/ carrière  sans faire de vague et donc sans nouvelles idées.","On a laissé de la marge de manœuvre aux agents sur le terrain, ceux qui font, et ils se sont révélés ! Un océan de bonnes idées gît en eux !!! 
Ex ephad : les agents ont mis en place leurs compétences clandestines au service des résidents ( theatre, ateliers chocolat…)","Je consens à ce que le collectif Nos services publics publie sur ce site mon témoignage.","Une oeuvriere sur service du public",508,,,
12,"70 ans ou plus",Oui,Femme,,Retraité·e,"Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les services des titres (papiers, immatriculation, permis de conduire…)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)",,"Se sont plutôt dégradés","Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,506,,,
